Date,Open,High,Low,Close,Volume
24-Jun-11,331.37,333.15,325.09,326.35,15711616
23-Jun-11,318.94,331.69,318.12,331.23,19991322
22-Jun-11,325.16,328.90,322.38,322.61,13949348
21-Jun-11,316.68,325.80,315.20,325.30,17620502
20-Jun-11,317.36,317.70,310.50,315.32,22880182
17-Jun-11,328.99,329.25,319.36,320.26,21981807
16-Jun-11,326.90,328.68,318.33,325.16,18235334
15-Jun-11,329.75,330.30,324.88,326.75,14264555
14-Jun-11,330.00,333.25,329.31,332.44,11948843
13-Jun-11,327.20,328.31,325.07,326.60,11773444
10-Jun-11,330.55,331.66,325.51,325.90,15504200
9-Jun-11,333.25,333.67,330.75,331.49,9834457
8-Jun-11,331.78,334.80,330.65,332.24,11924511
7-Jun-11,338.17,338.22,331.90,332.04,18927580
6-Jun-11,345.96,347.05,337.81,338.04,16497811
3-Jun-11,343.18,345.33,342.01,343.44,11194395
2-Jun-11,346.50,347.98,344.30,346.10,12103016
1-Jun-11,348.87,352.13,344.65,345.51,19810086
31-May-11,341.10,347.83,341.00,347.83,14919162
27-May-11,337.41,337.41,337.41,337.41,0
26-May-11,335.97,336.89,334.44,335.00,7953393
25-May-11,333.43,338.56,332.85,336.78,10507919
24-May-11,335.50,335.90,331.34,332.19,11502950
23-May-11,329.97,335.98,329.42,334.40,13661031
20-May-11,339.56,340.95,335.02,335.22,12078244
19-May-11,342.08,342.41,338.67,340.53,9327330
18-May-11,336.47,341.05,336.00,339.87,11956181
17-May-11,332.00,336.14,330.73,336.14,16170951
16-May-11,339.20,341.22,332.60,333.30,16076482
13-May-11,345.66,346.25,340.35,340.50,11649708
12-May-11,346.12,347.12,342.27,346.57,11462799
11-May-11,349.02,350.00,345.24,347.23,12002669
10-May-11,348.89,349.69,346.66,349.45,10074567
9-May-11,347.86,349.20,346.53,347.60,7312593
6-May-11,349.69,350.00,346.21,346.66,10008755
5-May-11,348.40,350.95,346.05,346.75,12009336
4-May-11,348.26,351.83,321.87,349.57,13901747
3-May-11,347.99,349.89,345.62,348.20,11198607
2-May-11,349.74,350.47,345.50,346.28,15811178
29-Apr-11,346.78,353.95,346.67,350.13,35940847
28-Apr-11,346.19,349.75,345.52,346.75,12899589
27-Apr-11,352.24,352.35,347.10,350.15,12721841
26-Apr-11,353.62,354.99,349.35,350.42,12057235
25-Apr-11,350.34,353.75,350.30,353.01,9519470
21-Apr-11,350.70,350.70,350.70,350.70,0
20-Apr-11,343.51,345.75,341.50,342.41,25023406
19-Apr-11,333.10,337.98,331.71,337.86,14977749
18-Apr-11,326.10,332.23,320.16,331.85,21782061
15-Apr-11,333.30,333.64,326.80,327.46,16208321
14-Apr-11,334.80,336.00,332.06,332.42,10785343
13-Apr-11,335.02,336.14,332.52,336.13,12372709
12-Apr-11,330.49,333.73,330.20,332.40,15232440
11-Apr-11,334.06,335.67,330.02,330.80,14255374
8-Apr-11,339.92,340.15,333.95,335.06,13483331
7-Apr-11,338.10,340.43,336.03,338.08,13337360
6-Apr-11,341.22,343.90,337.14,338.04,14376383
5-Apr-11,336.99,342.25,336.00,338.89,17248687
4-Apr-11,344.31,344.60,338.40,341.19,16431506
1-Apr-11,351.11,351.59,343.30,344.56,14952200
31-Mar-11,346.36,349.80,346.06,348.51,9798858
30-Mar-11,350.64,350.88,347.44,348.63,11764467
29-Mar-11,347.66,350.96,346.06,350.96,12603565
28-Mar-11,353.15,354.32,350.44,350.44,11048201
25-Mar-11,348.07,352.06,347.02,351.54,16041828
24-Mar-11,341.85,346.00,338.86,344.97,14453960
23-Mar-11,339.28,340.22,335.95,339.19,13321214
22-Mar-11,342.56,342.62,339.14,341.20,11651166
21-Mar-11,335.99,339.74,335.26,339.30,14621080
18-Mar-11,337.13,338.20,330.00,330.67,26900372
17-Mar-11,336.83,339.61,330.66,334.64,23550711
16-Mar-11,342.00,343.00,326.26,330.01,41312518
15-Mar-11,342.10,347.84,340.10,345.43,25735619
14-Mar-11,353.18,356.48,351.31,353.56,15587670
11-Mar-11,345.33,352.32,345.00,351.99,16824288
10-Mar-11,349.12,349.77,344.90,346.67,18138865
9-Mar-11,354.69,354.76,350.60,352.47,16192719
8-Mar-11,354.91,357.40,352.25,355.76,12725565
7-Mar-11,361.40,361.67,351.31,355.36,19504307
4-Mar-11,360.07,360.29,357.75,360.00,16188069
3-Mar-11,357.19,359.79,355.92,359.56,17885252
2-Mar-11,349.96,354.35,348.40,352.12,21521027
1-Mar-11,355.47,355.72,347.68,349.31,16290309
28-Feb-11,351.24,355.05,351.12,353.21,14395497
25-Feb-11,345.26,348.43,344.80,348.16,13572069
24-Feb-11,344.02,345.15,338.37,342.88,17853502
23-Feb-11,338.77,344.64,338.61,342.62,23994706
22-Feb-11,342.15,345.40,337.72,338.61,31162223
18-Feb-11,350.56,350.56,350.56,350.56,0
17-Feb-11,357.25,360.27,356.52,358.30,18949072
16-Feb-11,360.80,364.90,360.50,363.13,17184119
15-Feb-11,359.19,359.97,357.55,359.90,10149063
14-Feb-11,356.79,359.48,356.71,359.18,11086213
11-Feb-11,354.75,357.80,353.54,356.85,13127564
10-Feb-11,357.39,360.00,348.00,354.54,33162480
9-Feb-11,355.19,359.00,354.87,358.16,17240870
8-Feb-11,353.68,355.52,352.15,355.20,13608558
7-Feb-11,347.89,353.25,347.64,351.88,17322130
4-Feb-11,343.64,346.70,343.51,346.50,11494225
3-Feb-11,343.80,344.24,338.55,343.44,14064164
2-Feb-11,344.45,345.25,343.55,344.32,9248401
1-Feb-11,341.30,345.65,340.98,345.03,15236849
31-Jan-11,335.80,340.04,334.30,339.32,13473086
28-Jan-11,344.17,344.40,333.53,336.10,21144878
27-Jan-11,343.78,344.69,342.83,343.21,10179423
26-Jan-11,342.96,345.60,341.50,343.85,18102397
25-Jan-11,336.33,341.44,334.57,341.40,19530950
24-Jan-11,326.87,337.45,326.72,337.45,20524364
21-Jan-11,333.77,334.88,326.63,326.72,26942816
20-Jan-11,336.43,338.30,330.12,332.68,27313899
19-Jan-11,348.35,348.60,336.88,338.84,40557457
18-Jan-11,329.52,344.76,326.00,340.65,67178100
14-Jan-11,348.48,348.48,348.48,348.48,0
13-Jan-11,345.16,346.64,343.85,345.68,10648026
12-Jan-11,343.25,344.43,342.00,344.42,10806330
11-Jan-11,344.88,344.96,339.47,341.64,15859999
10-Jan-11,338.83,343.23,337.17,342.46,16019926
7-Jan-11,333.99,336.35,331.90,336.12,11140316
6-Jan-11,334.72,335.25,332.90,333.73,10729518
5-Jan-11,329.55,334.34,329.50,334.00,9125599
4-Jan-11,332.44,332.50,328.15,331.29,11048143
3-Jan-11,325.64,330.26,324.84,329.57,15897201
